"municipio";"populacao"
"315190 Pocrane";8824
"315200 Pompéu";30628
"315210 Ponte Nova";59035
"315213 Ponto Chique";4140
"315217 Ponto dos Volantes";11811
"315220 Porteirinha";38131
"315230 Porto Firme";10913
"315240 Poté";16228
"315250 Pouso Alegre";141079
"315260 Pouso Alto";6151
"315270 Prados";8766
"315280 Prata";26995
"315290 Pratápolis";8803
"315300 Pratinha";3451
"315310 Presidente Bernardes";5516
"315320 Presidente Juscelino";3826
"315330 Presidente Kubitschek";3008
"315340 Presidente Olegário";19282
"315360 Prudente de Morais";10197
"315370 Quartel Geral";3455
"315380 Queluzito";1915
"315390 Raposos";15956
"315400 Raul Soares";24031
"315410 Recreio";10501
"315415 Reduto";6901
"315420 Resende Costa";11290
"315430 Resplendor";17400
"315440 Ressaquinha";4758
"315445 Riachinho";8146
"315450 Riacho dos Machados";9509
"315460 Ribeirão das Neves";317052
"315470 Ribeirão Vermelho";3958
"315480 Rio Acima";9735
"315490 Rio Casca";14054
"315510 Rio do Prado";5239
"315500 Rio Doce";2555
"315520 Rio Espera";5860
"315530 Rio Manso";5582
"315540 Rio Novo";8907
"315550 Rio Paranaíba";12199
"315560 Rio Pardo de Minas";30216
"315570 Rio Piracicaba";14377
"315580 Rio Pomba";17645
"315590 Rio Preto";5428
"315600 Rio Vermelho";13418
"315610 Ritápolis";4829
"315620 Rochedo de Minas";2223
"315630 Rodeiro";7501
"315640 Romaria";3603
"315645 Rosário da Limeira";4448
"315650 Rubelita";7041
"315660 Rubim";10165
"315670 Sabará";132182
"315680 Sabinópolis";15755
"315690 Sacramento";25177
"315700 Salinas";40610
"315710 Salto da Divisa";6996
"315720 Santa Bárbara";29836
"315725 Santa Bárbara do Leste";7971
"315727 Santa Bárbara do Monte Verde";2980
"315730 Santa Bárbara do Tugúrio";4552
"315733 Santa Cruz de Minas";8280
"315737 Santa Cruz de Salinas";4325
"315740 Santa Cruz do Escalvado";4936
"315750 Santa Efigênia de Minas";4559
"315760 Santa Fé de Minas";3952
"315765 Santa Helena de Minas";6257
"315770 Santa Juliana";12664
"315780 Santa Luzia";212153
"315790 Santa Margarida";15706
"315800 Santa Maria de Itabira";10792
"315810 Santa Maria do Salto";5313
"315820 Santa Maria do Suaçuí";14640
"315920 Santa Rita de Caldas";9082
"315940 Santa Rita de Ibitipoca";3547
"315930 Santa Rita de Jacutinga";4993
"315935 Santa Rita de Minas";6915
"315950 Santa Rita do Itueto";5660
"315960 Santa Rita do Sapucaí";40638
"315970 Santa Rosa da Serra";3314
"315980 Santa Vitória";19049
"315830 Santana da Vargem";7244
"315840 Santana de Cataguases";3772
"315850 Santana de Pirapama";7922
"315860 Santana do Deserto";3952
"315870 Santana do Garambéu";2358
"315880 Santana do Jacaré";4751
"315890 Santana do Manhuaçu";8710
"315895 Santana do Paraíso";30904
"315900 Santana do Riacho";4187
"315910 Santana dos Montes";3839
"315990 Santo Antônio do Amparo";18056
"316000 Santo Antônio do Aventureiro";3603
"316010 Santo Antônio do Grama";4047
"316020 Santo Antônio do Itambé";4041
"316030 Santo Antônio do Jacinto";11831
"316040 Santo Antônio do Monte";27267
"316045 Santo Antônio do Retiro";7171
"316050 Santo Antônio do Rio Abaixo";1789
"316060 Santo Hipólito";3202
"316070 Santos Dumont";46840
"316080 São Bento Abade";4945
"316090 São Brás do Suaçuí";3651
"316095 São Domingos das Dores";5569
"316100 São Domingos do Prata";17532
"316105 São Félix de Minas";3410
"316110 São Francisco";55502
"316120 São Francisco de Paula";6568
"316130 São Francisco de Sales";6044
"316140 São Francisco do Glória";5078
"316150 São Geraldo";11323
"316160 São Geraldo da Piedade";4239
"316165 São Geraldo do Baixio";3760
"316170 São Gonçalo do Abaeté";8014
"316180 São Gonçalo do Pará";11418
"316190 São Gonçalo do Rio Abaixo";10395
"312550 São Gonçalo do Rio Preto";3137
"316200 São Gonçalo do Sapucaí";24847
"316210 São Gotardo";33798
"316220 São João Batista do Glória";7214
"316225 São João da Lagoa";4821
"316230 São João da Mata";2767
"316240 São João da Ponte";25524
"316245 São João das Missões";12423
"316250 São João del Rei";87869
"316255 São João do Manhuaçu";10945
"316257 São João do Manteninha";5545
"316260 São João do Oriente";7782
"316265 São João do Pacuí";4264
"316270 São João do Paraíso";23134
"316280 São João Evangelista";15809
"316290 São João Nepomuceno";25901
"316292 São Joaquim de Bicas";28541
"316294 São José da Barra";7141
"316295 São José da Lapa";21803
"316300 São José da Safira";4204
"316310 São José da Varginha";4607
"316320 São José do Alegre";4127
"316330 São José do Divino";3884
"316340 São José do Goiabal";5594
"316350 São José do Jacuri";6573
"316360 São José do Mantimento";2709
"316370 São Lourenço";43982
"316380 São Miguel do Anta";6909
"316390 São Pedro da União";4917
"316410 São Pedro do Suaçuí";5478
"316400 São Pedro dos Ferros";8178
"316420 São Romão";11317
"316430 São Roque de Minas";6919
"316440 São Sebastião da Bela Vista";5251
"316443 São Sebastião da Vargem Alegre";2921
"316447 São Sebastião do Anta";6167
"316450 São Sebastião do Maranhão";10480
"316460 São Sebastião do Oeste";6305
"316470 São Sebastião do Paraíso";68350
"316480 São Sebastião do Rio Preto";1581
"316490 São Sebastião do Rio Verde";2191
"316520 São Thomé das Letras";6919
"316500 São Tiago";10840
"316510 São Tomás de Aquino";7131
"316530 São Vicente de Minas";7417
"316540 Sapucaí-Mirim";6617
"316550 Sardoá";5971
"316553 Sarzedo";29229
"316556 Sem-Peixe";2778
"316557 Senador Amaral";5334
"316560 Senador Cortes";2016
"316570 Senador Firmino";7567
"316580 Senador José Bento";1720
"316590 Senador Modestino Gonçalves";4430
"316600 Senhora de Oliveira";5787
"316610 Senhora do Porto";3544
"316620 Senhora dos Remédios";10418
"316630 Sericita";7290
"316640 Seritinga";1835
"316650 Serra Azul de Minas";4296
"316660 Serra da Saudade";808
"316680 Serra do Salitre";11125
"316670 Serra dos Aimorés";8627
"316690 Serrania";7676
"316695 Serranópolis de Minas";4631
"316700 Serranos";2000
"316710 Serro";21103
"316720 Sete Lagoas";227931
"316555 Setubinha";11619
"316730 Silveirânia";2245
"316740 Silvianópolis";6183
"316750 Simão Pereira";2598
"316760 Simonésia";19089
"316770 Sobrália";5762
"316780 Soledade de Minas";5949
"316790 Tabuleiro";3970
"316800 Taiobeiras";32719
"316805 Taparuba";3156
"316810 Tapira";4454
"316820 Tapiraí";1893
"316830 Taquaraçu de Minas";3961
"316840 Tarumirim";14451
"316850 Teixeiras";11608
"316860 Teófilo Otoni";138755
"316870 Timóteo";85969
"316880 Tiradentes";7495
"316890 Tiros";6781
"316900 Tocantins";16362
"316905 Tocos do Moji";4059
"316910 Toledo";6046
"316920 Tombos";8943
"316930 Três Corações";76550
"316935 Três Marias";30439
"316940 Três Pontas";55713
"316950 Tumiritinga";6556
"316960 Tupaciguara";24948
"316970 Turmalina";19104
"316980 Turvolândia";4879
"316990 Ubá";108921
"317000 Ubaí";12186
"317005 Ubaporanga";12357
"317010 Uberaba";316149
"317020 Uberlândia";649781
"317030 Umburatiba";2689
"317040 Unaí";81437
"317043 União de Minas";4410
"317047 Uruana de Minas";3285
"317050 Urucânia";10424
"317052 Urucuia";15224
"317057 Vargem Alegre";6535
"317060 Vargem Bonita";2180
"317065 Vargem Grande do Rio Pardo";4905
"317070 Varginha";129991
"317075 Varjão de Minas";6495
"317080 Várzea da Palma";37844
"317090 Varzelândia";19400
"317100 Vazante";20315
"317103 Verdelândia";8889
"317107 Veredinha";5682
"317110 Veríssimo";3753
"317115 Vermelho Novo";4804
"317120 Vespasiano";116067
"317130 Viçosa";75958
"317140 Vieiras";3713
"317160 Virgem da Lapa";13816
"317170 Virgínia";8732
"317180 Virginópolis";10650
"317190 Virgolândia";5588
"317200 Visconde do Rio Branco";40425
"317210 Volta Grande";5203
"317220 Wenceslau Braz";2578
"320010 Afonso Cláudio";31263
"320016 Água Doce do Norte";11587
"320013 Águia Branca";9696
"320020 Alegre";30644
"320030 Alfredo Chaves";14422
"320035 Alto Rio Novo";7642
"320040 Anchieta";26597
"320050 Apiacá";7632
"320060 Aracruz";91518
"320070 Atilio Vivacqua";11068
"320080 Baixo Guandu";30307
"320090 Barra de São Francisco";42952
"320100 Boa Esperança";14754
"320110 Bom Jesus do Norte";9802
"320115 Brejetuba";12285
"320120 Cachoeiro de Itapemirim";200627
"320130 Cariacica";367702
"320140 Castelo";36433
"320150 Colatina";117849
"320160 Conceição da Barra";29977
"320170 Conceição do Castelo";12295
"320180 Divino de São Lourenço";4479
"320190 Domingos Martins";33147
"320200 Dores do Rio Preto";6636
"320210 Ecoporanga";23380
"320220 Fundão";19241
"320225 Governador Lindenberg";11828
"320230 Guaçuí";29551
"320240 Guarapari";115354
"320245 Ibatiba";24308
"320250 Ibiraçu";11901
"320255 Ibitirama";9041
"320260 Iconha";13279
"320265 Irupi";12610
"320270 Itaguaçu";14284
"320280 Itapemirim";32756
"320290 Itarana";10875
"320300 Iúna";28495
"320305 Jaguaré";27577
"320310 Jerônimo Monteiro";11816
"320313 João Neiva";16394
"320316 Laranja da Terra";11018
"320320 Linhares";157391
"320330 Mantenópolis";14561
"320332 Marataízes";36519
"320334 Marechal Floriano";15528
"320335 Marilândia";12160
"320340 Mimoso do Sul";26345
"320350 Montanha";18516
"320360 Mucurici";5669
"320370 Muniz Freire";18217
"320380 Muqui";15049
"320390 Nova Venécia";48437
"320400 Pancas";22553
"320405 Pedro Canário";25163
"320410 Pinheiros";25605
"320420 Piúma";19947
"320425 Ponto Belo";7462
"320430 Presidente Kennedy";11139
"320435 Rio Bananal";18472
"320440 Rio Novo do Sul";11602
"320450 Santa Leopoldina";12361
"320455 Santa Maria de Jetibá";37412
"320460 Santa Teresa";22907
"320465 São Domingos do Norte";8388
"320470 São Gabriel da Palha";34979
"320480 São José do Calçado";10607
"320490 São Mateus";120134
"320495 São Roque do Canaã";11926
"320500 Serra";467309
"320501 Sooretama";26923
"320503 Vargem Alta";20419
"320506 Venda Nova do Imigrante";22861
"320510 Viana";71731
"320515 Vila Pavão";9022
"320517 Vila Valério";14118
"320520 Vila Velha";455204
"320530 Vitória";342703
"330010 Angra dos Reis";186446
"330015 Aperibé";11005
"330020 Araruama";122331
"330022 Areal";12054
"330023 Armação dos Búzios";30638
"330025 Arraial do Cabo";29053
"330030 Barra do Piraí";98296
"330040 Barra Mansa";182172
"330045 Belford Roxo";499140
"330050 Bom Jardim";26540
"330060 Bom Jesus do Itabapoana";36526
"330070 Cabo Frio";206015
"330080 Cachoeiras de Macacu";56998
"330090 Cambuci";15460
"330100 Campos dos Goytacazes";488283
"330110 Cantagalo";20198
"330093 Carapebus";14783
"330115 Cardoso Moreira";12837
"330120 Carmo";18174
"330130 Casimiro de Abreu";39621
"330095 Comendador Levy Gasparian";8479
"330140 Conceição de Macabu";22324
"330150 Cordeiro";21312
"330160 Duas Barras";11297
"330170 Duque de Caxias";892844
"330180 Engenheiro Paulo de Frontin";13628
"330185 Guapimirim";55878
"330187 Iguaba Grande";25502
"330190 Itaboraí";230208
"330200 Itaguaí";123439
"330205 Italva";14721
"330210 Itaocara";23298
"330220 Itaperuna";100155
"330225 Itatiaia";30428
"330227 Japeri";100620
"330230 Laje do Muriaé";7511
"330240 Macaé";230978
"330245 Macuco";5472
"330250 Magé";237820
"330260 Mangaratiba";40468
"330270 Maricá";143666
"330280 Mendes";18430
"330285 Mesquita";173622
"330290 Miguel Pereira";25309
"330300 Miracema";27283
"330310 Natividade";15351
"330320 Nilópolis";161378
"330330 Niterói";504358
"330340 Nova Friburgo";187825
"330350 Nova Iguaçu";809563
"330360 Paracambi";49989
"330370 Paraíba do Sul";43048
"330380 Paraty";40422
"330385 Paty do Alferes";27301
"330390 Petrópolis";303601
"330395 Pinheiral";24052
"330400 Piraí";27849
"330410 Porciúncula";18249
"330411 Porto Real";18134
"330412 Quatis";13597
"330414 Queimados";144911
"330415 Quissamã";22432
"330420 Resende";126173
"330430 Rio Bonito";58219
"330440 Rio Claro";18129
"330450 Rio das Flores";8969
"330452 Rio das Ostras";126629
"330455 Rio de Janeiro";6565059
"330460 Santa Maria Madalena";10471
"330470 Santo Antônio de Pádua";41866
"330480 São Fidélis";38450
"330475 São Francisco de Itabapoana";42182
"330490 São Gonçalo";1048133
"330500 São João da Barra";34391
"330510 São João de Meriti";469747
"330513 São José de Ubá";6981
"330515 São José do Vale do Rio Preto";21153
"330520 São Pedro da Aldeia";96109
"330530 São Sebastião do Alto";9196
"330540 Sapucaia";18114
"330550 Saquarema";81651
"330555 Seropédica";78161
"330560 Silva Jardim";21770
"330570 Sumidouro";15388
"330575 Tanguá";32709
"330580 Teresópolis";173833
"330590 Trajano de Moraes";10550
"330600 Três Rios";80000
"330610 Valença";74677
"330615 Varre-Sai";10434
"330620 Vassouras";35902
"330630 Volta Redonda";267816
"350010 Adamantina";34837
"350020 Adolfo";3608
"350030 Aguaí";34472
"350040 Águas da Prata";7958
"350050 Águas de Lindóia";18155
"350055 Águas de Santa Bárbara";5893
"350060 Águas de São Pedro";3081
"350070 Agudos";36216
"350075 Alambari";5468
"350080 Alfredo Marcondes";4069
"350090 Altair";4024
"350100 Altinópolis";16083
"350110 Alto Alegre";4157
"350115 Alumínio";17880
"350120 Álvares Florence";3852
"350130 Álvares Machado";24471
"350140 Álvaro de Carvalho";4975
"350150 Alvinlândia";3141
"350160 Americana";226644
"350170 Américo Brasiliense";37680
"350180 Américo de Campos";5903
"350190 Amparo";69616
"350200 Analândia";4670
"350210 Andradina";56920
"350220 Angatuba";23882
"350230 Anhembi";6216
"350240 Anhumas";3960
"350250 Aparecida";36009
"350260 Aparecida d'Oeste";4396
"350270 Apiaí";25168
"350275 Araçariguama";19707
"350280 Araçatuba";191064
"350290 Araçoiaba da Serra";30774
"350300 Aramina";5435
"350310 Arandu";6313
"350315 Arapeí";2517
"350320 Araraquara";223940
"350330 Araras";127446
"350335 Arco-Íris";1891
"350340 Arealva";8274
"350350 Areias";3833
"350360 Areiópolis";10974
"350370 Ariranha";9172
"350380 Artur Nogueira";49416
"350390 Arujá";82689
"350395 Aspásia";1839
"350400 Assis";100636
"350410 Atibaia";135659
"350420 Auriflama";14844
"350430 Avaí";5228
"350440 Avanhandava";12524
"350450 Avaré";87570
"350460 Bady Bassitt";16116
"350470 Balbinos";4673
"350480 Bálsamo";8683
"350490 Bananal";10690
"350500 Barão de Antonina";3319
"350510 Barbosa";7050
"350520 Bariri";33689
"350530 Barra Bonita";36129
"350535 Barra do Chapéu";5534
"350540 Barra do Turvo";7804
"350550 Barretos";118168
"350560 Barrinha";30842
"350570 Barueri";259195
"350580 Bastos";20956
"350590 Batatais";59983
"350600 Bauru";363551
"350610 Bebedouro";77181
"350620 Bento de Abreu";2849
"350630 Bernardino de Campos";11092
"350635 Bertioga";55364
"350640 Bilac";7591
"350650 Birigui";116973
"350660 Biritiba-Mirim";30789
"350670 Boa Esperança do Sul";14411
"350680 Bocaina";11674
"350690 Bofete";10707
"350700 Boituva";54720
"350710 Bom Jesus dos Perdões";22578
"350715 Bom Sucesso de Itararé";3794
"350720 Borá";830
"350730 Boracéia";4578
"350740 Borborema";15415
"350745 Borebi";2488
"350750 Botucatu";137757
"350760 Bragança Paulista";158687
"350770 Braúna";5391
"350775 Brejo Alegre";2741
"350780 Brodowski";23132
"350790 Brotas";23154
"350800 Buri";19414
"350810 Buritama";16411
"350820 Buritizal";4303
"350830 Cabrália Paulista";4380
"350840 Cabreúva";45844
"350850 Caçapava";90223
"350860 Cachoeira Paulista";31970
"350870 Caconde";18863
"350880 Cafelândia";17360
"350890 Caiabu";4182
"350900 Caieiras";94482
"350910 Caiuá";5487
"350920 Cajamar";70739
"350925 Cajati";28842
"350930 Cajobi";10252
"350940 Cajuru";24958
"350945 Campina do Monte Alegre";5851
"350950 Campinas";1152064
"350960 Campo Limpo Paulista";79880
"350970 Campos do Jordão";50393
"350980 Campos Novos Paulista";4794
"350990 Cananéia";12536
"350995 Canas";4786
"351000 Cândido Mota";30927
"351010 Cândido Rodrigues";2761
"351015 Canitar";4813
"351020 Capão Bonito";47248
"351030 Capela do Alto";19210
"351040 Capivari";52500
"351050 Caraguatatuba";111594
"351060 Carapicuíba";388855
"351070 Cardoso";12203
"351080 Casa Branca";29635
"351090 Cássia dos Coqueiros";2620
"351100 Castilho";19610
"351110 Catanduva";118465
"351120 Catiguá";7531
"351130 Cedral";8654
"351140 Cerqueira César";18883
"351150 Cerquilho";44386
"351160 Cesário Lange";16934
"351170 Charqueada";16246
"355720 Chavantes";12418
"351190 Clementina";7865
"351200 Colina";18106
"351210 Colômbia";6174
"351220 Conchal";26853
"351230 Conchas";17240
"351240 Cordeirópolis";22931
"351250 Coroados";5682
"351260 Coronel Macedo";4925
"351270 Corumbataí";4009
"351280 Cosmópolis";65714
"351290 Cosmorama";7355
"351300 Cotia";225673
"351310 Cravinhos";33757
"351320 Cristais Paulista";8165
"351330 Cruzália";2214
"351340 Cruzeiro";80452
"351350 Cubatão";125778
"351360 Cunha";22022
"351370 Descalvado";32688
"351380 Diadema";408508
"351385 Dirce Reis";1759
"351390 Divinolândia";11467
"351400 Dobrada";8496
"351410 Dois Córregos";26257
"351420 Dolcinópolis";2134
"351430 Dourado";8847
"351440 Dracena";45453
"351450 Duartina";12507
"351460 Dumont";9036
"351470 Echaporã";6307
"351480 Eldorado";15229
"351490 Elias Fausto";16896
"351492 Elisiário";3403
"351495 Embaúba";2470
"351500 Embu das Artes";258697
"351510 Embu-Guaçu";66627
"351512 Emilianópolis";3150
"351515 Engenheiro Coelho";18224
"351518 Espírito Santo do Pinhal";43580
"351519 Espírito Santo do Turvo";4568
"355730 Estiva Gerbi";10752
"351520 Estrela d'Oeste";8416
"351530 Estrela do Norte";2744
"351535 Euclides da Cunha Paulista";9620
"351540 Fartura";15855
"351560 Fernando Prestes";5723
"351550 Fernandópolis";67586
"351565 Fernão";1653
"351570 Ferraz de Vasconcelos";182377
"351580 Flora Rica";1646
"351590 Floreal";3005
"351600 Flórida Paulista";13836
"351610 Florínia";2799
"351620 Franca";338661
"351630 Francisco Morato";166271
"351640 Franco da Rocha";143774
"351650 Gabriel Monteiro";2776
"351660 Gália";6898
"351670 Garça";44285
"351680 Gastão Vidigal";4529
"351685 Gavião Peixoto";4647
"351690 General Salgado";10906
"351700 Getulina";11204
"351710 Glicério";4741
"351720 Guaiçara";11495
"351730 Guaimbê";5653
"351740 Guaíra";39451
"351750 Guapiaçu";19738
"351760 Guapiara";17865
"351770 Guará";20748
"351780 Guaraçaí";8500
"351790 Guaraci";10662
"351800 Guarani d'Oeste";2010
"351810 Guarantã";6610
"351820 Guararapes";32078
"351830 Guararema";27989
"351840 Guaratinguetá";118016
"351850 Guareí";16556
"351860 Guariba";38065
"351870 Guarujá";308198
"351880 Guarulhos";1309948
"351885 Guatapará";7374
"351890 Guzolândia";5051
"351900 Herculândia";9191
"351905 Holambra";13098
"351907 Hortolândia";212616
"351910 Iacanga";10919
"351920 Iacri";6463
"351925 Iaras";7760
"351930 Ibaté";33135
"351940 Ibirá";11724
"351950 Ibirarema";7283
"351960 Ibitinga";57002
"351970 Ibiúna";75664
"351980 Icém";7918
"351990 Iepê";7974
"352000 Igaraçu do Tietê";24277
"352010 Igarapava";29459
"352020 Igaratá";9271
"352030 Iguape";30150
"352042 Ilha Comprida";10119
"352044 Ilha Solteira";26143
"352040 Ilhabela";31650
"352050 Indaiatuba";227030
"352060 Indiana";4918
"352070 Indiaporã";3954
"352080 Inúbia Paulista";3843
"352090 Ipaussu";14443
"352100 Iperó";32688
"352110 Ipeúna";6791
"352115 Ipiguá";4945
"352120 Iporanga";4322
"352130 Ipuã";15366
"352140 Iracemápolis";22208
"352150 Irapuã";7700
"352160 Irapuru";8125
"352170 Itaberá";17967
"352180 Itaí";25749
"352190 Itajobi";15076
"352200 Itaju";3557
"352210 Itanhaém";94935
"352215 Itaóca";3318
"352220 Itapecerica da Serra";165160
"352230 Itapetininga";155200
"352240 Itapeva";91948
"352250 Itapevi";220248
"352260 Itapira";72302
"352265 Itapirapuã Paulista";4096
"352270 Itápolis";41991
"352280 Itaporanga";15021
"352290 Itapuí";13164
"352300 Itapura";4665
"352310 Itaquaquecetuba";348400
"352320 Itararé";49756
"352330 Itariri";16574
"352340 Itatiba";111643
"352350 Itatinga";19498
"352360 Itirapina";16930
"352370 Itirapuã";6260
"352380 Itobi";7784
"352390 Itu";165227
"352400 Itupeva";52897
"352410 Ituverava";40644
"352420 Jaborandi";6835
"352430 Jaboticabal";75183
"352440 Jacareí";224281
"352450 Jaci";6373
"352460 Jacupiranga";17742
"352470 Jaguariúna";50885
"352480 Jales";48607
"352490 Jambeiro";5990
"352500 Jandira";117345
"352510 Jardinópolis";41220
"352520 Jarinu";26980
"352530 Jaú";141539
"352540 Jeriquara";3203
"352550 Joanópolis";12587
"352560 João Ramalho";4376
"352570 José Bonifácio";35138
"352580 Júlio Mesquita";4647
"352585 Jumirim";3094
"352590 Jundiaí";397323
"352600 Junqueirópolis";19867
"352610 Juquiá";19314
"352620 Juquitiba";30357
"352630 Lagoinha";4933
"352640 Laranjal Paulista";27076
"352650 Lavínia";10349
"352660 Lavrinhas";6984
"352670 Leme";98285
"352680 Lençóis Paulista";65443
"352690 Limeira";293440
"352700 Lindóia";7378
"352710 Lins";75394
"352720 Lorena";86465
"352725 Lourdes";2230
"352730 Louveira";42907
"352740 Lucélia";21000
"352750 Lucianópolis";2346
"352760 Luís Antônio";13099
"352770 Luiziânia";5443
"352780 Lupércio";4517
"352790 Lutécia";2722
"352800 Macatuba";16892
"352810 Macaubal";7976
"352820 Macedônia";3730
"352830 Magda";3207
"352840 Mairinque";45595
"352850 Mairiporã";90771
"352860 Manduri";9502
"352870 Marabá Paulista";5350
"352880 Maracaí";13819
"352885 Marapoama";2849
"352890 Mariápolis";4046
"352900 Marília";229747
"352910 Marinópolis";2141
"352920 Martinópolis";25567
"352930 Matão";80732
"352940 Mauá";447773
"352950 Mendonça";5089
"352960 Meridiano";3899
"352965 Mesópolis";1922
"352970 Miguelópolis";21536
"352980 Mineiros do Tietê";12597
"353000 Mira Estrela";2979
"352990 Miracatu";20507
"353010 Mirandópolis";28803
"353020 Mirante do Paranapanema";17837
"353030 Mirassol";57263
"353040 Mirassolândia";4615
"353050 Mococa";68377
"353060 Mogi das Cruzes";419397
"353070 Mogi Guaçu";145761
"353080 Mogi Mirim";90720
"353090 Mombuca";3414
"353100 Monções";2219
"353110 Mongaguá";51642
"353120 Monte Alegre do Sul";7652
"353130 Monte Alto";49029
"353140 Monte Aprazível";23557
"353150 Monte Azul Paulista";19227
"353160 Monte Castelo";4165
"353180 Monte Mor";54522
"353170 Monteiro Lobato";4418
"353190 Morro Agudo";31261
"353200 Morungaba";12770
"353205 Motuca";4561
"353210 Murutinga do Sul";4379
"353215 Nantes";2941
"353220 Narandiba";4605
"353230 Natividade da Serra";6762
"353240 Nazaré Paulista";17595
"353250 Neves Paulista";8964
"353260 Nhandeara";11213
"353270 Nipoã";4758
"353280 Nova Aliança";6462
"353282 Nova Campina";9194
"353284 Nova Canaã Paulista";2038
"353286 Nova Castilho";1204
"353290 Nova Europa";10282
"353300 Nova Granada";20494
"353310 Nova Guataporanga";2270
"353320 Nova Independência";3518
"353330 Nova Luzitânia";3787
"353340 Nova Odessa";55990
"353325 Novais";5216
"353350 Novo Horizonte";39114
"353360 Nuporanga";7189
"353370 Ocauçu";4278
"353380 Óleo";2630
"353390 Olímpia";52862
"353400 Onda Verde";4163
"353410 Oriente";6370
"353420 Orindiúva";6383
"353430 Orlândia";42250
"353440 Osasco";690249
"353450 Oscar Bressane";2602
"353460 Osvaldo Cruz";32230
"353470 Ourinhos";109209
"353480 Ouro Verde";8252
"353475 Ouroeste";9406
"353490 Pacaembu";13847
"353500 Palestina";12066
"353510 Palmares Paulista";12144
"353520 Palmeira d'Oeste";9579
"353530 Palmital";21946
"353540 Panorama";15324
"353550 Paraguaçu Paulista";44410
"353560 Paraibuna";18005
"353570 Paraíso";6231
"353580 Paranapanema";19134
"353590 Paranapuã";3987
"353600 Parapuã";11047
"353610 Pardinho";6045
"353620 Pariquera-Açu";19243
"353625 Parisi";2118
"353630 Patrocínio Paulista";13935
"353640 Paulicéia";6891
"353650 Paulínia";95624
"353657 Paulistânia";1828
"353660 Paulo de Faria";8868
"353670 Pederneiras";44417
"353680 Pedra Bela";6001
"353690 Pedranópolis";2564
"353700 Pedregulho";16388
"353710 Pedreira";45009
"353715 Pedrinhas Paulista";3050
"353720 Pedro de Toledo";10855
"353730 Penápolis";61531
"353740 Pereira Barreto";25625
"353750 Pereiras";8106
"353760 Peruíbe";64448
"353770 Piacatu";5674
"353780 Piedade";54311
"353790 Pilar do Sul";28027
"353800 Pindamonhangaba";158673
"353810 Pindorama";16156
"353820 Pinhalzinho";14237
"353830 Piquerobi";3656
"353850 Piquete";14097
"353860 Piracaia";26451
"353870 Piracicaba";387498
"353880 Piraju";29469
"353890 Pirajuí";24278
"353900 Pirangi";11129
"353910 Pirapora do Bom Jesus";17381
"353920 Pirapozinho";26316
"353930 Pirassununga";73910
"353940 Piratininga";12946
"353950 Pitangueiras";37790
"353960 Planalto";4874
"353970 Platina";3398
"353980 Poá";112649
"353990 Poloni";5770
"354000 Pompéia";21167
"354010 Pongaí";3499
"354020 Pontal";45196
"354025 Pontalinda";4380
"354030 Pontes Gestal";2579
"354040 Populina";4256
"354050 Porangaba";9164
"354060 Porto Feliz";51469
"354070 Porto Ferreira";54257
"354075 Potim";22038
"354080 Potirendaba";16527
"354085 Pracinha";3456
"354090 Pradópolis";19481
"354100 Praia Grande";294184
"354105 Pratânia";4962
"354110 Presidente Alves";4167
"354120 Presidente Bernardes";13546
"354130 Presidente Epitácio";43191
"354140 Presidente Prudente";220032
"354150 Presidente Venceslau";39158
"354160 Promissão";38319
"354165 Quadra";3537
"354170 Quatá";13568
"354180 Queiroz";3118
"354190 Queluz";12420
"354200 Quintana";6374
"354210 Rafard";8940
"354220 Rancharia";29609
"354230 Redenção da Serra";3916
"354240 Regente Feijó";19548
"354250 Reginópolis";8464
"354260 Registro";55940
"354270 Restinga";7133
"354280 Ribeira";3396
"354290 Ribeirão Bonito";12793
"354300 Ribeirão Branco";17694
"354310 Ribeirão Corrente";4533
"354320 Ribeirão do Sul";4550
"354323 Ribeirão dos Índios";2234
"354325 Ribeirão Grande";7637
"354330 Ribeirão Pires";119606
"354340 Ribeirão Preto";657638
"354360 Rifaina";3571
"354370 Rincão";10732
"354380 Rinópolis";10093
"354390 Rio Claro";197946
"354400 Rio das Pedras";32499
"354410 Rio Grande da Serra";47690
"354420 Riolândia";11600
"354350 Riversul";5959
"354425 Rosana";18582
"354430 Roseira";10235
"354440 Rubiácea";2947
"354450 Rubinéia";3031
"354460 Sabino";5457
"354470 Sagres";2445
"354480 Sales";5924
"354490 Sales Oliveira";11312
"354500 Salesópolis";16531
"354510 Salmourão";5102
"354515 Saltinho";7711
"354520 Salto";112918
"354530 Salto de Pirapora";43078
"354540 Salto Grande";9154
"354550 Sandovalina";4023
"354560 Santa Adélia";15049
"354570 Santa Albertina";5931
"354580 Santa Bárbara d'Oeste";188580
"354600 Santa Branca";14416
"354610 Santa Clara d'Oeste";2127
"354620 Santa Cruz da Conceição";4284
"354625 Santa Cruz da Esperança";2064
"354630 Santa Cruz das Palmeiras";32349
"354640 Santa Cruz do Rio Pardo";46224
"354650 Santa Ernestina";5659
"354660 Santa Fé do Sul";31037
"354670 Santa Gertrudes";24315
"354680 Santa Isabel";54286
"354690 Santa Lúcia";8619
"354700 Santa Maria da Serra";5831
"354710 Santa Mercedes";2919
"354740 Santa Rita d'Oeste";2558
"354750 Santa Rita do Passa Quatro";27331
"354760 Santa Rosa de Viterbo";25403
